Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Acides gras saturés,Hommes adultes 19 ans +,316,des,Boissons et barres nutritionnelles,,,,,0.1,0,0,0.1,g,0.2,0,,1
Acides gras saturés,Hommes adultes 19 ans +,267,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Hommes adultes 19 ans +,63,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Hommes adultes 19 ans +,5856,des,Soupes - sauces - Épices et autres ingrédients,,,,,0.4,0,0.4,0.5,g,1.6,0.1,,1
Acides gras saturés,Hommes adultes 19 ans +,2384,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,0.2,0,0.1,0.2,g,0.7,0.1,,2
Acides gras saturés,Hommes adultes 19 ans +,1511,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0.1,0,0.1,0.2,g,0.5,0.1,,2
Acides gras saturés,Hommes adultes 19 ans +,5575,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0.1,0,0.1,0.1,g,0.3,0,,2
Acides gras saturés,Hommes adultes 19 ans +,5232,des,Confiserie - sucres et grignotines salées,,,,,2,0.1,1.8,2.2,g,7.6,0.4,,1
Acides gras saturés,Hommes adultes 19 ans +,1527,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0.7,0.1,0.6,0.9,g,2.9,0.2,,2
Acides gras saturés,Hommes adultes 19 ans +,771,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0.8,0.1,0.6,0.9,g,2.9,0.3,,2
Acides gras saturés,Hommes adultes 19 ans +,1268,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0.4,0,0.3,0.5,g,1.6,0.1,,2
Acides gras saturés,Hommes adultes 19 ans +,4671,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0.1,0,0,0.1,g,0.3,0.1,,2
Acides gras saturés,Hommes adultes 19 ans +,1023,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0.6,0.1,0.5,0.7,g,2.5,0.2,E,3
Acides gras saturés,Hommes adultes 19 ans +,497,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Hommes adultes 19 ans +,170,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Hommes adultes 19 ans +,702,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0.8,0.1,0.6,0.9,g,2.9,0.3,,3
Acides gras saturés,Hommes adultes 19 ans +,80,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,g,0,0,,3
Acides gras saturés,Hommes adultes 19 ans +,1360,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Hommes adultes 19 ans +,726,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,g,0,0,,3
Acides gras saturés,Hommes adultes 19 ans +,322,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,g,0,0,,3
Acides gras saturés,Hommes adultes 19 ans +,4068,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,21,des,Aliments pour bébés,,,,,0,0,0,0,g,0,0,,1
Acides gras saturés,Femmes adultes* 19 ans +,19,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,g,X,X,<10,2
Acides gras saturés,Femmes adultes* 19 ans +,6828,des,Boissons (excluant laits),,,,,0.1,0,0.1,0.2,g,0.5,0.1,,1
Acides gras saturés,Femmes adultes* 19 ans +,1439,des,Boissons (excluant laits),de l',Alcool,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,5777,des,Boissons (excluant laits),du,Café et thé,,,0.1,0,0,0.1,g,0.3,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,30,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,514,des,Boissons (excluant laits),des,Boissons aux fruits,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,1983,des,Boissons (excluant laits),des,Jus de fruit,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,145,des,Boissons (excluant laits),des,Autres boissons,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,1495,des,Boissons (excluant laits),des,Boissons gazeuses,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,39,des,Boissons (excluant laits),des,Boissons pour sportifs,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,173,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,24,des,Boissons (excluant laits),de l',Eau vitaminée,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,6376,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,4441,des,Boissons (excluant laits),du,Café et thé,du,Café,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,2739,des,Boissons (excluant laits),du,Café et thé,du,Thé,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,6447,des,Produits laitiers et Boissons à base de plantes,,,,,5.9,0.1,5.6,6.2,g,30.6,0.6,,1
Acides gras saturés,Femmes adultes* 19 ans +,3758,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,3.3,0.1,3.1,3.6,g,17.3,0.6,,2
Acides gras saturés,Femmes adultes* 19 ans +,5851,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,2.2,0.1,2.1,2.4,g,11.6,0.4,,2
Acides gras saturés,Femmes adultes* 19 ans +,1629,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,0.3,0,0.3,0.4,g,1.7,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,4136,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,0.9,0,0.9,1,g,4.9,0.2,,3
Acides gras saturés,Femmes adultes* 19 ans +,1769,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,0.8,0,0.7,0.8,g,3.9,0.2,,3
Acides gras saturés,Femmes adultes* 19 ans +,1928,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,0.3,0,0.2,0.4,g,1.7,0.2,,3
Acides gras saturés,Femmes adultes* 19 ans +,2244,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,0.2,0,0.2,0.2,g,1,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,358,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,2211,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,6356,des,Graisses et huiles,,,,,4.2,0.1,4,4.5,g,21.9,0.6,,1
Acides gras saturés,Femmes adultes* 19 ans +,369,des,Graisses et huiles,des,Graisses animales,,,0.1,0,0.1,0.1,g,0.6,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,1972,des,Graisses et huiles,du,Beurre,,,1.6,0.1,1.4,1.8,g,8.4,0.6,,2
Acides gras saturés,Femmes adultes* 19 ans +,3711,des,Graisses et huiles,des,Margarines,,,0.6,0,0.6,0.7,g,3.3,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,2686,des,Graisses et huiles,des,Sauces pour salade,,,0.6,0,0.5,0.7,g,3.1,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,2412,des,Graisses et huiles,du,Shortening,,,0.8,0,0.7,0.9,g,4.2,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,3379,des,Graisses et huiles,des,Huiles végétales,,,0.5,0,0.4,0.5,g,2.4,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,1279,des,Poissons et fruits de mer,,,,,0.2,0,0.1,0.2,g,0.8,0.1,,1
Acides gras saturés,Femmes adultes* 19 ans +,994,des,Poissons et fruits de mer,des,Poissons,,,0.1,0,0.1,0.2,g,0.8,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,370,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,6595,des,Fruits et légumes,,,,,0.3,0,0.3,0.4,g,1.8,0.1,,1
Acides gras saturés,Femmes adultes* 19 ans +,4951,des,Fruits et légumes,des,Fruits,,,0.1,0,0.1,0.2,g,0.8,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,6291,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,0.2,0,0.2,0.2,g,1,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,854,des,Fruits et légumes,des,Fruits,des,Autres fruits,0.1,0,0.1,0.1,g,0.5,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,1919,des,Fruits et légumes,des,Fruits,des,Banane,0,0,0,0,g,0.2,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1574,des,Fruits et légumes,des,Fruits,des,Pomme,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1597,des,Fruits et légumes,des,Fruits,des,Baies,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,215,des,Fruits et légumes,des,Fruits,des,Cerises,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1356,des,Fruits et légumes,des,Fruits,des,Agrumes,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1006,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,306,des,Fruits et légumes,des,Fruits,des,Melons,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,259,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,265,des,Fruits et légumes,des,Fruits,des,Poires,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,327,des,Fruits et légumes,des,Fruits,des,Ananas,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,133,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,2959,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,0.1,0,0.1,0.1,g,0.6,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,5446,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,0,0,0,0.1,g,0.2,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,3518,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,2348,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,6669,des,Produits céréaliers,,,,,1.6,0.1,1.5,1.8,g,8.5,0.3,,1
Acides gras saturés,Femmes adultes* 19 ans +,5520,des,Produits céréaliers,des,Pains,,,0.8,0,0.8,0.9,g,4.4,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,2230,des,Produits céréaliers,des,Céréales pour déjeuner,,,0.2,0,0.1,0.2,g,0.9,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,1575,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,0.4,0,0.4,0.5,g,2.3,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,4893,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,0.2,0,0.2,0.2,g,1,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,1994,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,0.4,0,0.3,0.5,g,2,0.2,,3
Acides gras saturés,Femmes adultes* 19 ans +,2551,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,0.2,0,0.2,0.3,g,1.2,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,2239,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,0.2,0,0.1,0.2,g,0.8,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,914,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,0.1,0,0,0.1,g,0.3,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1756,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,0.2,0,0.1,0.2,g,0.9,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,555,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),0,0,0,0,g,0.1,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,389,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,0.1,0,0.1,0.1,g,0.3,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,42,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,30,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,g,X,X,<10,3
Acides gras saturés,Femmes adultes* 19 ans +,3664,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,0.1,0,0.1,0.1,g,0.4,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1358,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,0.1,0,0.1,0.1,g,0.4,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,1522,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,0,0,0,0,g,0.2,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,5579,de la,Viandes et volailles,,,,,3,0.1,2.8,3.2,g,15.6,0.5,,1
Acides gras saturés,Femmes adultes* 19 ans +,2644,de la,Viandes et volailles,de la,Volaille,,,0.8,0.1,0.6,0.9,g,3.9,0.3,,2
Acides gras saturés,Femmes adultes* 19 ans +,2175,de la,Viandes et volailles,des,Viandes transformées,,,0.8,0,0.7,0.9,g,4.1,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,2884,de la,Viandes et volailles,de la,Viande rouge,,,1.5,0.1,1.3,1.6,g,7.6,0.3,,2
Acides gras saturés,Femmes adultes* 19 ans +,2449,de la,Viandes et volailles,de la,Volaille,du,Poulet,0.7,0.1,0.6,0.8,g,3.7,0.3,,3
Acides gras saturés,Femmes adultes* 19 ans +,263,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,644,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.3,0,0.3,0.4,g,1.7,0.2,,3
Acides gras saturés,Femmes adultes* 19 ans +,1061,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0.2,0,0.2,0.3,g,1.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,599,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0.1,0,0.1,0.2,g,0.8,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,304,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0.1,0,0.1,0.1,g,0.4,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,2116,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,1.1,0.1,1,1.2,g,5.6,0.3,,3
Acides gras saturés,Femmes adultes* 19 ans +,851,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0.3,0,0.3,0.4,g,1.7,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,144,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,39,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,5118,des,Substituts de viande,,,,,1.5,0.1,1.4,1.6,g,7.8,0.3,,1
Acides gras saturés,Femmes adultes* 19 ans +,3879,des,Substituts de viande,des,Œufs,,,0.7,0,0.6,0.7,g,3.5,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,790,des,Substituts de viande,des,Légumineuses,,,0,0,0,0,g,0.2,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,2513,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,0.7,0,0.7,0.8,g,3.9,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,202,des,Substituts de viande,du,Tofu et produits sans viande,,,0,0,0,0.1,g,0.2,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,321,des,Boissons et barres nutritionnelles,,,,,0.1,0,0,0.1,g,0.3,0.1,,1
Acides gras saturés,Femmes adultes* 19 ans +,263,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,71,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,0,0,0,0.1,g,0.3,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,6382,des,Soupes - sauces - Épices et autres ingrédients,,,,,0.4,0,0.3,0.5,g,2,0.2,,1
Acides gras saturés,Femmes adultes* 19 ans +,2243,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,0.2,0,0.1,0.3,g,1.1,0.2,,2
Acides gras saturés,Femmes adultes* 19 ans +,1853,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,0.1,0,0.1,0.2,g,0.6,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,6077,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0.1,0,0.1,0.1,g,0.3,0,,2
Acides gras saturés,Femmes adultes* 19 ans +,5713,des,Confiserie - sucres et grignotines salées,,,,,1.9,0.1,1.7,2.2,g,10,0.6,,1
Acides gras saturés,Femmes adultes* 19 ans +,1936,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,0.9,0.1,0.7,1,g,4.5,0.5,,2
Acides gras saturés,Femmes adultes* 19 ans +,844,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,0.7,0.1,0.6,0.9,g,3.9,0.3,,2
Acides gras saturés,Femmes adultes* 19 ans +,1411,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,0.3,0,0.2,0.3,g,1.4,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,4937,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,0.1,0,0,0.1,g,0.3,0.1,,2
Acides gras saturés,Femmes adultes* 19 ans +,1238,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,0.8,0.1,0.6,0.9,g,4,0.5,,3
Acides gras saturés,Femmes adultes* 19 ans +,685,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,229,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0,0,0,0,g,0.1,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,762,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,0.7,0.1,0.6,0.9,g,3.8,0.3,,3
Acides gras saturés,Femmes adultes* 19 ans +,87,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,1529,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,0.1,0,0,0.1,g,0.3,0.1,,3
Acides gras saturés,Femmes adultes* 19 ans +,773,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,360,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,g,0,0,,3
Acides gras saturés,Femmes adultes* 19 ans +,4229,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,122,des,Aliments pour bébés,,,,,0.1,0,0.1,0.2,g,0.6,0.1,,1
Acides gras saturés,Enfants 1 à 8 ans,95,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,46,des,Aliments pour bébés,des,Préparation pour nourrissons,,,0.1,0,0,0.1,g,0.5,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,2443,des,Boissons (excluant laits),,,,,0,0,0,0.1,g,0.2,0,,1
Acides gras saturés,Enfants 1 à 8 ans,20,des,Boissons (excluant laits),de l',Alcool,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,141,des,Boissons (excluant laits),du,Café et thé,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,,des,Boissons (excluant laits),des,Boissons Énergisantes,,,X,X,,,g,X,X,<10,2
Acides gras saturés,Enfants 1 à 8 ans,357,des,Boissons (excluant laits),des,Boissons aux fruits,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,1159,des,Boissons (excluant laits),des,Jus de fruit,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,77,des,Boissons (excluant laits),des,Autres boissons,,,0,0,0,0,g,0.1,0,,2
Acides gras saturés,Enfants 1 à 8 ans,142,des,Boissons (excluant laits),des,Boissons gazeuses,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,21,des,Boissons (excluant laits),des,Boissons pour sportifs,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,52,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,,des,Boissons (excluant laits),de l',Eau vitaminée,,,X,X,,,g,X,X,<10,2
Acides gras saturés,Enfants 1 à 8 ans,2344,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,g,0,0,,2
Acides gras saturés,Enfants 1 à 8 ans,133,des,Boissons (excluant laits),du,Café et thé,du,Thé,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,,des,Boissons (excluant laits),du,Café et thé,du,Café,X,X,,,g,X,X,<10,3
Acides gras saturés,Enfants 1 à 8 ans,2436,des,Produits laitiers et Boissons à base de plantes,,,,,8.8,0.2,8.3,9.3,g,44.4,0.9,,1
Acides gras saturés,Enfants 1 à 8 ans,1632,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,3.5,0.2,3.2,3.9,g,17.8,0.8,,2
Acides gras saturés,Enfants 1 à 8 ans,2341,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,4.7,0.1,4.4,4.9,g,23.5,0.6,,2
Acides gras saturés,Enfants 1 à 8 ans,1032,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,0.6,0,0.5,0.7,g,3.1,0.2,,2
Acides gras saturés,Enfants 1 à 8 ans,1810,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 2%,2,0.1,1.9,2.2,g,10.3,0.5,,3
Acides gras saturés,Enfants 1 à 8 ans,1078,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait entier,2,0.1,1.7,2.2,g,10,0.6,,3
Acides gras saturés,Enfants 1 à 8 ans,854,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait 1%,0.4,0,0.3,0.4,g,1.8,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,253,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,0.2,0,0.2,0.3,g,1.3,0.2,,3
Acides gras saturés,Enfants 1 à 8 ans,128,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,739,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait écrémé,0,0,0,0,g,0,0,,3
Acides gras saturés,Enfants 1 à 8 ans,2270,des,Graisses et huiles,,,,,2.8,0.1,2.5,3,g,13.9,0.5,,1
Acides gras saturés,Enfants 1 à 8 ans,83,des,Graisses et huiles,des,Graisses animales,,,0.1,0,0,0.1,g,0.3,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,657,des,Graisses et huiles,du,Beurre,,,0.9,0.1,0.8,1.1,g,4.8,0.4,,2
Acides gras saturés,Enfants 1 à 8 ans,1330,des,Graisses et huiles,des,Margarines,,,0.5,0,0.5,0.6,g,2.6,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,463,des,Graisses et huiles,des,Sauces pour salade,,,0.2,0,0.1,0.2,g,0.8,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,1035,des,Graisses et huiles,du,Shortening,,,0.7,0,0.6,0.8,g,3.7,0.2,,2
Acides gras saturés,Enfants 1 à 8 ans,1330,des,Graisses et huiles,des,Huiles végétales,,,0.3,0,0.3,0.4,g,1.7,0.1,,2
Acides gras saturés,Enfants 1 à 8 ans,298,des,Poissons et fruits de mer,,,,,0.1,0,0,0.1,g,0.4,0.1,,1
