Nutrient,Age-sex group (*: excludes pregnant or breastfeeding),N,Article_group1,Food group_level1,Article_group2,Food group_level2,Article_group3,Food group_level3,Amount,Amount_SE,L95%CI,U95%CI,Unit,Percentage,Percentage_SE,Interpretation_Notes,Food_Group_Level
Énergie,Jeunes et adolescents* 9 à 18 ans  ,129,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,7.7,1.5,4.7,10.7,kcal,0.4,0.1,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,46,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,3.2,0.7,1.9,4.5,kcal,0.2,0,E,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3619,des,Soupes - sauces - Épices et autres ingrédients,,,,,28.5,1.4,25.9,31.2,kcal,1.4,0.1,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1553,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,13.6,0.9,11.9,15.4,kcal,0.7,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,747,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,10.8,1,8.8,12.7,kcal,0.5,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3417,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,4.1,0.2,3.6,4.6,kcal,0.2,0,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,3420,des,Confiserie - sucres et grignotines salées,,,,,269.9,9.8,250.7,289.1,kcal,13.2,0.4,,1
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1608,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,56.3,3.2,50.1,62.6,kcal,2.8,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,794,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,23.6,2.3,19,28.1,kcal,1.2,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,938,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,29.4,2.3,24.9,33.9,kcal,1.4,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,166,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,3.4,0.5,2.4,4.4,kcal,0.2,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,758,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,59.5,4.2,51.2,67.8,kcal,2.9,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,599,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,47.7,3.8,40.3,55.1,kcal,2.3,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,204,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,11.8,1.8,8.2,15.3,kcal,0.6,0.1,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1279,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,84,7.3,69.8,98.3,kcal,4.1,0.3,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2738,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,70.1,3.9,62.5,77.7,kcal,3.4,0.2,,2
Énergie,Jeunes et adolescents* 9 à 18 ans  ,269,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,6.3,1.1,4.1,8.6,kcal,0.3,0.1,E,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,1069,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,33.7,3.2,27.4,40,kcal,1.7,0.2,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,19,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,kcal,0,0,,3
Énergie,Jeunes et adolescents* 9 à 18 ans  ,2377,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,30,1.4,27.3,32.8,kcal,1.5,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,19,des,Aliments pour bébés,,,,,0.1,0,0,0.2,g,0,0,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,17,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0.1,0,0,0.2,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,g,X,X,<10,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3815,des,Boissons (excluant laits),,,,,36.5,1.1,34.3,38.7,g,13.6,0.4,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,93,des,Boissons (excluant laits),de l',Alcool,,,0.3,0.1,0.1,0.4,g,0.1,0,E,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,890,des,Boissons (excluant laits),du,Café et thé,,,2.2,0.2,1.8,2.5,g,0.8,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,340,des,Boissons (excluant laits),du,Café et thé,du,Café,0.1,0,0,0.1,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,608,des,Boissons (excluant laits),du,Café et thé,du,Thé,2.1,0.2,1.7,2.5,g,0.8,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,19,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0.1,0,0,0.2,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,726,des,Boissons (excluant laits),des,Boissons aux fruits,,,7.1,0.7,5.8,8.5,g,2.7,0.3,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1498,des,Boissons (excluant laits),des,Jus de fruit,,,13.5,0.6,12.3,14.6,g,5,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,197,des,Boissons (excluant laits),des,Autres boissons,,,1.7,0.2,1.3,2,g,0.6,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,942,des,Boissons (excluant laits),des,Boissons gazeuses,,,10.1,0.6,8.9,11.4,g,3.8,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,131,des,Boissons (excluant laits),des,Boissons pour sportifs,,,1.1,0.2,0.8,1.4,g,0.4,0.1,E,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,48,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,F,F,,,g,F,F,F,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,30,des,Boissons (excluant laits),de l',Eau vitaminée,,,F,F,,,g,F,F,F,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3637,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3655,des,Produits laitiers et Boissons à base de plantes,,,,,21.2,0.6,20,22.3,g,7.9,0.2,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2532,des,Produits laitiers et Boissons à base de plantes,des,Fromages,,,1.6,0.1,1.5,1.8,g,0.6,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3315,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,,,17.2,0.5,16.1,18.3,g,6.4,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,575,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,de la,Crème et autres types de lait,0.3,0.1,0.2,0.4,g,0.1,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,415,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait aromatisé,3.8,0.4,2.9,4.6,g,1.4,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3128,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,du,Lait nature,12.6,0.4,11.9,13.3,g,4.7,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,98,des,Produits laitiers et Boissons à base de plantes,des,Laits et boissons à base de plantes,des,Boissons à base de plantes,0.5,0.1,0.2,0.7,g,0.2,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,723,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,,,2.4,0.2,2.1,2.7,g,0.9,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,636,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,du,Yogourt aromatisé,2.2,0.2,1.9,2.5,g,0.8,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,101,des,Produits laitiers et Boissons à base de plantes,des,Yogourts,du,Yogourt nature,0.2,0,0.1,0.2,g,0.1,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3579,des,Graisses et huiles,,,,,0.4,0,0.3,0.5,g,0.2,0,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,149,des,Graisses et huiles,des,Graisses animales,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,996,des,Graisses et huiles,du,Beurre,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1982,des,Graisses et huiles,des,Margarines,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1204,des,Graisses et huiles,des,Sauces pour salade,,,0.4,0,0.3,0.4,g,0.1,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1732,des,Graisses et huiles,du,Shortening,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2127,des,Graisses et huiles,des,Huiles végétales,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,419,des,Poissons et fruits de mer,,,,,0.1,0,0,0.1,g,0,0,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,319,des,Poissons et fruits de mer,des,Poissons,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,141,des,Poissons et fruits de mer,des,Mollusques et crustacés,,,0.1,0,0,0.1,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3672,des,Fruits et légumes,,,,,40,0.9,38.2,41.8,g,14.9,0.3,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2498,des,Fruits et légumes,des,Fruits,,,22.5,0.8,21,24,g,8.4,0.3,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1041,des,Fruits et légumes,des,Fruits,des,Pomme,7.1,0.3,6.4,7.8,g,2.6,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,823,des,Fruits et légumes,des,Fruits,des,Banane,5.2,0.3,4.6,5.8,g,1.9,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,743,des,Fruits et légumes,des,Fruits,des,Baies,1.7,0.1,1.4,1.9,g,0.6,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,73,des,Fruits et légumes,des,Fruits,des,Cerises,F,F,,,g,F,F,F,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,514,des,Fruits et légumes,des,Fruits,des,Agrumes,1.6,0.1,1.4,1.9,g,0.6,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,469,des,Fruits et légumes,des,Fruits,des,Raisins et raisins secs,1.7,0.1,1.4,1.9,g,0.6,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,194,des,Fruits et légumes,des,Fruits,des,Melons,1.4,0.2,0.9,1.8,g,0.5,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,331,des,Fruits et légumes,des,Fruits,des,Autres fruits,1.9,0.3,1.4,2.5,g,0.7,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,110,des,Fruits et légumes,des,Fruits,des,Pêches et nectarines,0.5,0.1,0.3,0.8,g,0.2,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,115,des,Fruits et légumes,des,Fruits,des,Poires,0.7,0.1,0.5,1,g,0.3,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,159,des,Fruits et légumes,des,Fruits,des,Ananas,0.4,0.1,0.3,0.6,g,0.2,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,33,des,Fruits et légumes,des,Fruits,des,Prunes et pruneaux,0.1,0,0.1,0.2,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3472,des,Fruits et légumes,des,Légumes incluant pommes de terre,,,17.4,0.5,16.4,18.5,g,6.5,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1524,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes vert foncé,1.5,0.1,1.3,1.6,g,0.5,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,990,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes jaune foncé ou orange,1,0.1,0.9,1.1,g,0.4,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2863,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Autres légumes,4.9,0.2,4.6,5.3,g,1.8,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1505,des,Fruits et légumes,des,Légumes incluant pommes de terre,des,Légumes féculents,10,0.5,9,11.1,g,3.7,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3817,des,Produits céréaliers,,,,,114.8,1.7,111.4,118.2,g,42.7,0.5,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3182,des,Produits céréaliers,des,Pains,,,45.6,1.1,43.5,47.8,g,17,0.4,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,627,des,Produits céréaliers,des,Pains,des,Craquelins et biscottes,3,0.3,2.3,3.6,g,1.1,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1460,des,Produits céréaliers,des,Pains,des,Autres produits panifiés,16.4,0.8,14.8,18,g,6.1,0.3,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1791,des,Produits céréaliers,des,Pains,des,Pains et petits pains blancs,18.6,0.7,17.2,20,g,6.9,0.3,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,828,des,Produits céréaliers,des,Pains,des,Pains et petits pains à grains entiers et blé entier,7.7,0.5,6.8,8.6,g,2.9,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1416,des,Produits céréaliers,des,Céréales pour déjeuner,,,12.7,0.6,11.5,13.9,g,4.7,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,794,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner (autre),6.7,0.5,5.7,7.6,g,2.5,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,700,des,Produits céréaliers,des,Céréales pour déjeuner,des,Céréales pour déjeuner à grains entiers - À l'avoine et à haute teneur en fibres,6,0.4,5.3,6.8,g,2.3,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1432,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,,,10.3,0.5,9.3,11.4,g,3.8,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,58,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Gâteaux,0.4,0.1,0.2,0.6,g,0.2,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,45,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Brioches - beignes et autres pâtisseries,0.3,0.1,0.2,0.5,g,0.1,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,656,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Barres granola,4.4,0.4,3.7,5.2,g,1.6,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,,des,Produits céréaliers,des,Biscuits - gâteaux - tartes - biscuits à la poudre à pâte et barres granola,des,Muffins et pains éclairs,X,X,,,g,X,X,<10,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3103,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,,,46.2,1.2,43.8,48.5,g,17.2,0.4,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2364,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Grains céréaliers et farines,20.9,1,19,22.8,g,7.8,0.3,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1020,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,des,Pâtes alimentaires,12.8,0.8,11.2,14.3,g,4.8,0.3,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,881,des,Produits céréaliers,des,Pâtes alimentaires - riz - grains céréaliers et farines,du,Riz,12.5,0.7,11,13.9,g,4.6,0.3,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3370,de la,Viandes et volailles,,,,,1.8,0.1,1.6,2,g,0.7,0,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1563,de la,Viandes et volailles,de la,Volaille,,,0.2,0,0.1,0.2,g,0.1,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1469,de la,Viandes et volailles,de la,Volaille,du,Poulet,0.2,0,0.1,0.2,g,0.1,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,121,de la,Viandes et volailles,de la,Volaille,de la,Dinde et autres volailles,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1813,de la,Viandes et volailles,des,Viandes transformées,,,1.6,0.1,1.4,1.8,g,0.6,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,386,de la,Viandes et volailles,des,Viandes transformées,du,Bacon,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,166,de la,Viandes et volailles,des,Viandes transformées,du,Porc salé,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1139,de la,Viandes et volailles,des,Viandes transformées,des,Viandes froides,0.8,0,0.7,0.8,g,0.3,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,584,de la,Viandes et volailles,des,Viandes transformées,des,Saucisses,0.8,0.1,0.7,1,g,0.3,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1697,de la,Viandes et volailles,de la,Viande rouge,,,0,0,0,0,g,0,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1330,de la,Viandes et volailles,de la,Viande rouge,du,Bœuf,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,71,de la,Viandes et volailles,de la,Viande rouge,de l',Agneau - veau et gibiers,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,,de la,Viandes et volailles,de la,Viande rouge,des,Abats - foies et pâtés,X,X,,,g,X,X,<10,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,467,de la,Viandes et volailles,de la,Viande rouge,du,Porc frais,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2673,des,Substituts de viande,,,,,3.6,0.3,3,4.1,g,1.3,0.1,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2213,des,Substituts de viande,des,Œufs,,,0.2,0,0.2,0.3,g,0.1,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,281,des,Substituts de viande,des,Légumineuses,,,1.6,0.2,1.2,2.1,g,0.6,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1036,des,Substituts de viande,des,Noix - graines et beurre d'arachides,,,1.5,0.1,1.3,1.8,g,0.6,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,108,des,Substituts de viande,du,Tofu et produits sans viande,,,0.1,0,0.1,0.2,g,0.1,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,167,des,Boissons et barres nutritionnelles,,,,,1.4,0.2,1,1.8,g,0.5,0.1,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,129,des,Boissons et barres nutritionnelles,des,Substituts de repas et boissons nutritionnelles,,,1,0.2,0.6,1.3,g,0.4,0.1,E,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,46,des,Boissons et barres nutritionnelles,des,Barres nutritionnelles,,,0.4,0.1,0.2,0.6,g,0.2,0,E,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3619,des,Soupes - sauces - Épices et autres ingrédients,,,,,4.5,0.2,4.1,4.9,g,1.7,0.1,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1553,des,Soupes - sauces - Épices et autres ingrédients,des,Sauces et sauces brunes,,,2.3,0.2,2,2.7,g,0.9,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,747,des,Soupes - sauces - Épices et autres ingrédients,des,Soupes,,,1.5,0.1,1.2,1.7,g,0.5,0.1,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3417,des,Soupes - sauces - Épices et autres ingrédients,des,Épices - assaisonnements et autres ingrédients ,,,0.7,0,0.6,0.8,g,0.3,0,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,3420,des,Confiserie - sucres et grignotines salées,,,,,44.5,1.4,41.7,47.3,g,16.6,0.5,,1
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1608,des,Confiserie - sucres et grignotines salées,des,Confiserie,,,9.6,0.6,8.4,10.8,g,3.6,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,794,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Bonbons,5.4,0.5,4.4,6.5,g,2,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,938,des,Confiserie - sucres et grignotines salées,des,Confiserie,du,Chocolat - bonbons et barres,3.5,0.3,3,4.1,g,1.3,0.1,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,166,des,Confiserie - sucres et grignotines salées,des,Confiserie,des,Gélatine - garnitures à dessert et poudings,0.6,0.1,0.4,0.8,g,0.2,0,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,758,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,,,8.9,0.7,7.6,10.1,g,3.3,0.2,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,599,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Produits laitiers glacés et analogues,5.9,0.5,5,6.8,g,2.2,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,204,des,Confiserie - sucres et grignotines salées,des,Desserts glacés,des,Popsicles et sorbet,2.9,0.5,2,3.8,g,1.1,0.2,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1279,des,Confiserie - sucres et grignotines salées,des,Grignotines salées,,,9.7,0.8,8.2,11.3,g,3.6,0.3,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2738,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,,,16.4,0.7,14.9,17.8,g,6.1,0.3,,2
Glucides,Jeunes et adolescents* 9 à 18 ans  ,269,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Confitures - gelées et marmelades,1.6,0.3,1,2.1,g,0.6,0.1,E,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,1069,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Autres sucres et sirops,7,0.5,6,8,g,2.6,0.2,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,19,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Édulcorants,0,0,0,0,g,0,0,,3
Glucides,Jeunes et adolescents* 9 à 18 ans  ,2377,des,Confiserie - sucres et grignotines salées,des,Sucres - sirops et confitures,des,Sucres,7.8,0.4,7.1,8.5,g,2.9,0.1,,3
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,19,des,Aliments pour bébés,,,,,0,0,0,0,g,0.1,0,,1
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,17,des,Aliments pour bébés,des,Produits alimentaires pour bébés,,,0,0,0,0,g,0.1,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,,des,Aliments pour bébés,des,Préparation pour nourrissons,,,X,X,,,g,X,X,<10,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,3815,des,Boissons (excluant laits),,,,,0.4,0,0.4,0.5,g,2.6,0.1,,1
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,93,des,Boissons (excluant laits),de l',Alcool,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,890,des,Boissons (excluant laits),du,Café et thé,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,340,des,Boissons (excluant laits),du,Café et thé,du,Café,0,0,0,0,g,0,0,,3
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,608,des,Boissons (excluant laits),du,Café et thé,du,Thé,0,0,0,0,g,0,0,,3
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,19,des,Boissons (excluant laits),des,Boissons Énergisantes,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,726,des,Boissons (excluant laits),des,Boissons aux fruits,,,0,0,0,0,g,0.2,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,1498,des,Boissons (excluant laits),des,Jus de fruit,,,0.3,0,0.3,0.3,g,1.9,0.1,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,197,des,Boissons (excluant laits),des,Autres boissons,,,0.1,0,0.1,0.1,g,0.4,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,942,des,Boissons (excluant laits),des,Boissons gazeuses,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,131,des,Boissons (excluant laits),des,Boissons pour sportifs,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,48,des,Boissons (excluant laits),des,Jus de tomates et de légumes,,,0,0,0,0,g,0.1,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,30,des,Boissons (excluant laits),de l',Eau vitaminée,,,0,0,0,0,g,0,0,,2
Fibres alimentaires,Jeunes et adolescents* 9 à 18 ans  ,3637,des,Boissons (excluant laits),de l',Eau,,,0,0,0,0,g,0,0,,2
